,gin,vermouth rosso,campari,tonic,bourbon,sugar cube,bitters,water,rye whiskey,espresso,coffee liqueur,vodka.,vermouth,orange bitters,lemon juice,whiskey,egg white,orange peel,tequila,orange liqueur,sweet vermouth,angostura bitters,lemon peel,lime juice,syrup,mint leaves,white rum,peach schnapps,orange juice,pineapple juice,vodka,cranberry juice,raspberry liqueur,prosecco,aperol,soda water,triple sec,bourbon whiskey,angostura bitter,claret wine,rum,coconut juice,scotch,honey-ginger syrup,blended scotch,ice,tomato juice,tabasco,salt,black pepper,ginger beer,raspberry syrup,dark rum,orgeat,grapefruit juice,pisco,cognac,liqueur,blackberries
sweet vermouth,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.2017241379310345,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.2017241379310345,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.1,0.2017241379310345,0.2017241379310345,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483
angostura bitters,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.2017241379310345,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.2017241379310345,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.2017241379310345,0.1,0.2017241379310345,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483
lemon peel,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.2017241379310345,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.2017241379310345,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.2017241379310345,0.2017241379310345,0.1,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483
lime juice,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.039144316730523626,0.00210727969348659,0.039144316730523626,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.1,0.15025542784163473,0.039144316730523626,0.1132183908045977,0.00210727969348659,0.039144316730523626,0.00210727969348659,0.039144316730523626,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.039144316730523626,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.07618135376756066,0.00210727969348659,0.00210727969348659,0.039144316730523626,0.00210727969348659,0.039144316730523626,0.00210727969348659,0.039144316730523626,0.039144316730523626,0.039144316730523626,0.039144316730523626,0.00210727969348659,0.00210727969348659,0.00210727969348659
syrup,0.035632183908045977,0.0022988505747126436,0.0022988505747126436,0.0022988505747126436,0.0022988505747126436,0.0022988505747126436,0.0022988505747126436,0.0022988505747126436,0.0022988505747126436,0.0022988505747126436,0.0022988505747126436,0.0022988505747126436,0.0022988505747126436,0.035632183908045977,0.10229885057471265,0.0022988505747126436,0.035632183908045977,0.0022988505747126436,0.035632183908045977,0.0022988505747126436,0.0022988505747126436,0.0022988505747126436,0.0022988505747126436,0.135632183908046,0.1,0.035632183908045977,0.06896551724137931,0.0022988505747126436,0.0022988505747126436,0.0022988505747126436,0.0022988505747126436,0.0022988505747126436,0.0022988505747126436,0.0022988505747126436,0.0022988505747126436,0.0022988505747126436,0.0022988505747126436,0.035632183908045977,0.06896551724137931,0.035632183908045977,0.0022988505747126436,0.0022988505747126436,0.0022988505747126436,0.0022988505747126436,0.0022988505747126436,0.035632183908045977,0.0022988505747126436,0.0022988505747126436,0.035632183908045977,0.0022988505747126436,0.0022988505747126436,0.0022988505747126436,0.0022988505747126436,0.0022988505747126436,0.035632183908045977,0.035632183908045977,0.0022988505747126436,0.035632183908045977,0.0022988505747126436
mint leaves,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.2525862068965517,0.2525862068965517,0.1,0.2525862068965517,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724
white rum,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.2525862068965517,0.1692528735632184,0.08591954022988506,0.1,0.002586206896551724,0.08591954022988506,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.08591954022988506,0.08591954022988506,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724
peach schnapps,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.1,0.1132183908045977,0.1132183908045977,0.2243295019157088,0.2243295019157088,0.1132183908045977,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659
orange juice,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.09231974921630094,0.0014106583072100312,0.0014106583072100312,0.09231974921630094,0.09231974921630094,0.1,0.09231974921630094,0.09231974921630094,0.09231974921630094,0.09231974921630094,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.09231974921630094,0.09231974921630094,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312,0.0014106583072100312
pineapple juice,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.1132183908045977,0.1132183908045977,0.1,0.1132183908045977,0.1132183908045977,0.1132183908045977,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.1132183908045977,0.1132183908045977,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659,0.00210727969348659
vodka,0.001867816091954023,0.001867816091954023,0.001867816091954023,0.001867816091954023,0.001867816091954023,0.001867816091954023,0.001867816091954023,0.001867816091954023,0.001867816091954023,0.001867816091954023,0.001867816091954023,0.001867816091954023,0.001867816091954023,0.001867816091954023,0.08520114942528735,0.001867816091954023,0.001867816091954023,0.001867816091954023,0.001867816091954023,0.001867816091954023,0.001867816091954023,0.001867816091954023,0.001867816091954023,0.043534482758620686,0.001867816091954023,0.001867816091954023,0.001867816091954023,0.08520114942528735,0.043534482758620686,0.043534482758620686,0.1,0.12686781609195402,0.043534482758620686,0.001867816091954023,0.001867816091954023,0.001867816091954023,0.043534482758620686,0.001867816091954023,0.001867816091954023,0.001867816091954023,0.001867816091954023,0.001867816091954023,0.001867816091954023,0.001867816091954023,0.001867816091954023,0.08520114942528735,0.043534482758620686,0.043534482758620686,0.043534482758620686,0.043534482758620686,0.043534482758620686,0.001867816091954023,0.001867816091954023,0.001867816091954023,0.001867816091954023,0.001867816091954023,0.001867816091954023,0.001867816091954023,0.001867816091954023
cranberry juice,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.07917771883289125,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.1561007957559682,0.07917771883289125,0.07917771883289125,0.23302387267904512,0.1,0.07917771883289125,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.07917771883289125,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236,0.0022546419098143236
raspberry liqueur,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.16781609195402297,0.16781609195402297,0.16781609195402297,0.16781609195402297,0.16781609195402297,0.1,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216
prosecco,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.1,0.33735632183908043,0.33735632183908043,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126
aperol,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.33735632183908043,0.1,0.33735632183908043,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126
soda water,0.004022988505747126,0.004022988505747126,0.17068965517241377,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.17068965517241377,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.17068965517241377,0.17068965517241377,0.1,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126
triple sec,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.2525862068965517,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.2525862068965517,0.2525862068965517,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.1,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724
bourbon whiskey,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.2017241379310345,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.2017241379310345,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.1,0.2017241379310345,0.2017241379310345,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483
angostura bitter,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.10172413793103449,0.001724137931034483,0.10172413793103449,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.10172413793103449,0.2017241379310345,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.10172413793103449,0.1,0.10172413793103449,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.10172413793103449,0.001724137931034483,0.001724137931034483,0.001724137931034483
claret wine,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.2017241379310345,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.2017241379310345,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.2017241379310345,0.2017241379310345,0.1,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483
rum,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.33735632183908043,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.1,0.33735632183908043,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126
coconut juice,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.33735632183908043,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.33735632183908043,0.1,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126
scotch,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.2525862068965517,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.1,0.2525862068965517,0.2525862068965517,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724
honey-ginger syrup,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.2525862068965517,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.2525862068965517,0.1,0.2525862068965517,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724
blended scotch,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.2525862068965517,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.2525862068965517,0.2525862068965517,0.1,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724
